dataset	subject	session	run	method	image	mask	nominal_kernel_fwhm_mm	susan_spatial_sigma_mm	susan_masked_median	susan_brightness_threshold	fsl_version	classic_fwhm_x	classic_fwhm_y	classic_fwhm_z	classic_fwhm_combined	acf_a	acf_b	acf_c	acf_effective_fwhm	afni_version
rf1	11902	01	2	fsl_susan_kernel	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/smoothing-validation/sub-11902/ses-01/func/sub-11902_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11902/ses-01/func/sub-11902_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	6	2.54796540086	13672.487305 	10254.3654787	6.0.7.18	9.71015	10.0022	8.85416	9.50946	0.333916	5.26955	16.141	16.4102	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11909	01	1	baseline	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11909/ses-01/func/sub-11909_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11909/ses-01/func/sub-11909_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						4.4196	4.30686	4.24574	4.32347	0.70263	2.23197	12.2871	6.21195	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11909	01	1	afni_total_target	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11909/ses-01/func/sub-11909_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11909/ses-01/func/sub-11909_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						5.8002	5.90154	5.8969	5.86603	0.399224	2.87387	10.4375	9.17159	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11909	01	1	fsl_susan_kernel	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/smoothing-validation/sub-11909/ses-01/func/sub-11909_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11909/ses-01/func/sub-11909_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	6	2.54796540086	13572.416992 	10179.312744	6.0.7.18	8.45203	10.7353	10.1964	9.74407	0.331499	6.04254	13.9604	16.5271	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11909	01	2	baseline	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11909/ses-01/func/sub-11909_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11909/ses-01/func/sub-11909_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						3.9171	4.37797	4.3811	4.21962	0.61133	2.15523	8.57442	6.0796	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11909	01	2	afni_total_target	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11909/ses-01/func/sub-11909_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11909/ses-01/func/sub-11909_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						5.89656	5.93663	5.88932	5.90747	0.459038	3.1234	11.1181	9.45655	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11909	01	2	fsl_susan_kernel	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/smoothing-validation/sub-11909/ses-01/func/sub-11909_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11909/ses-01/func/sub-11909_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	6	2.54796540086	13861.842773 	10396.3820798	6.0.7.18	10.1371	10.5498	8.79944	9.79952	0.296791	6.76576	12.9636	16.9935	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11913	01	1	baseline	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11913/ses-01/func/sub-11913_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11913/ses-01/func/sub-11913_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						3.42965	3.76479	4.02361	3.73138	0.841068	2.05948	18.1442	5.3271	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11913	01	1	afni_total_target	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11913/ses-01/func/sub-11913_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11913/ses-01/func/sub-11913_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						5.73853	5.77169	5.78711	5.76574	0.522168	2.95285	11.9043	8.8637	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11913	01	1	fsl_susan_kernel	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/smoothing-validation/sub-11913/ses-01/func/sub-11913_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11913/ses-01/func/sub-11913_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	6	2.54796540086	13175.339844 	9881.504883	6.0.7.18	8.71933	9.03031	8.6216	8.7887	0.42121	4.82566	15.5518	14.486	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11913	01	2	baseline	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11913/ses-01/func/sub-11913_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11913/ses-01/func/sub-11913_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						3.67299	3.97243	4.52176	4.04074	0.771448	2.18099	13.2065	5.93192	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11913	01	2	afni_total_target	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11913/ses-01/func/sub-11913_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11913/ses-01/func/sub-11913_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						5.82492	5.8796	5.8474	5.8506	0.544829	3.04023	12.5723	9.02901	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11913	01	2	fsl_susan_kernel	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/smoothing-validation/sub-11913/ses-01/func/sub-11913_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11913/ses-01/func/sub-11913_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	6	2.54796540086	13310.166016 	9982.624512	6.0.7.18	9.2095	9.50445	8.95412	9.21995	0.414137	5.22774	15.4824	15.2808	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11914	01	1	baseline	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11914/ses-01/func/sub-11914_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11914/ses-01/func/sub-11914_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						3.46689	3.73729	3.6763	3.62496	0.865075	2.01808	18.1809	5.09459	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11914	01	1	afni_total_target	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11914/ses-01/func/sub-11914_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11914/ses-01/func/sub-11914_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						6.05471	6.03833	5.95075	6.01443	0.541662	3.15352	12.4825	9.2863	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11914	01	1	fsl_susan_kernel	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/smoothing-validation/sub-11914/ses-01/func/sub-11914_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11914/ses-01/func/sub-11914_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	6	2.54796540086	13550.457031 	10162.8427733	6.0.7.18	8.89011	8.99752	7.90712	8.58386	0.453955	4.57977	15.7077	13.7371	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11914	01	2	baseline	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11914/ses-01/func/sub-11914_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11914/ses-01/func/sub-11914_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						3.45162	3.71177	3.55744	3.57202	0.880216	2.00231	18.8936	4.98844	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11914	01	2	afni_total_target	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11914/ses-01/func/sub-11914_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11914/ses-01/func/sub-11914_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						5.91923	5.92925	5.88582	5.91141	0.580008	3.13616	12.8104	9.06645	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11914	01	2	fsl_susan_kernel	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/smoothing-validation/sub-11914/ses-01/func/sub-11914_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11914/ses-01/func/sub-11914_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	6	2.54796540086	13342.390625 	10006.7929688	6.0.7.18	8.73665	8.84237	7.65997	8.3955	0.545958	4.58782	17.2565	13.293	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11920	01	1	baseline	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11920/ses-01/func/sub-11920_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11920/ses-01/func/sub-11920_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						3.9285	3.93899	4.09521	3.98684	0.74747	2.10257	11.8989	5.9048	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11920	01	1	afni_total_target	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11920/ses-01/func/sub-11920_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11920/ses-01/func/sub-11920_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						6.06824	6.0516	5.98249	6.034	0.464346	3.07352	11.4946	9.41367	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11920	01	1	fsl_susan_kernel	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/smoothing-validation/sub-11920/ses-01/func/sub-11920_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11920/ses-01/func/sub-11920_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	6	2.54796540086	15463.051758 	11597.2888185	6.0.7.18	9.74517	9.82042	8.76755	9.4319	0.379533	5.41989	14.7966	15.6325	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11920	01	2	baseline	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11920/ses-01/func/sub-11920_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11920/ses-01/func/sub-11920_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						4.07422	4.12883	4.25498	4.15199	0.66055	2.11943	10.046	5.94029	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11920	01	2	afni_total_target	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11920/ses-01/func/sub-11920_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11920/ses-01/func/sub-11920_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						5.74085	5.7731	5.79602	5.76994	0.427866	2.88168	10.5971	9.03545	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11920	01	2	fsl_susan_kernel	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/smoothing-validation/sub-11920/ses-01/func/sub-11920_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11920/ses-01/func/sub-11920_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	6	2.54796540086	15049.168945 	11286.8767088	6.0.7.18	10.1395	10.2622	8.98355	9.77766	0.388685	5.52373	15.1008	15.8687	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11922	01	1	baseline	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11922/ses-01/func/sub-11922_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11922/ses-01/func/sub-11922_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						3.62341	3.97619	4.05234	3.87939	0.741253	2.02614	12.3503	5.4939	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11922	01	1	afni_total_target	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11922/ses-01/func/sub-11922_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11922/ses-01/func/sub-11922_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						5.95523	5.97025	5.87011	5.9317	0.444526	2.96096	11.9942	9.44224	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11922	01	1	fsl_susan_kernel	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/smoothing-validation/sub-11922/ses-01/func/sub-11922_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11922/ses-01/func/sub-11922_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	6	2.54796540086	13867.723633 	10400.7927247	6.0.7.18	10.1168	10.2761	8.97412	9.77137	0.444145	5.29967	18.282	16.0332	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11922	01	2	baseline	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11922/ses-01/func/sub-11922_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11922/ses-01/func/sub-11922_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						4.03553	4.30895	4.42945	4.25475	0.606603	2.10141	10.053	6.14457	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11922	01	2	afni_total_target	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11922/ses-01/func/sub-11922_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11922/ses-01/func/sub-11922_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						6.03419	6.07813	6.02069	6.04428	0.418675	2.99699	12.2126	9.78093	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11922	01	2	fsl_susan_kernel	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/smoothing-validation/sub-11922/ses-01/func/sub-11922_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11922/ses-01/func/sub-11922_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	6	2.54796540086	13707.919922 	10280.9399415	6.0.7.18	10.9686	11.0295	9.45072	10.4566	0.357858	6.08698	16.914	17.8901	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11923	01	1	baseline	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11923/ses-01/func/sub-11923_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11923/ses-01/func/sub-11923_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						3.6168	3.88908	4.25475	3.91154	0.785148	2.10669	14.9077	5.47234	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11923	01	1	afni_total_target	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11923/ses-01/func/sub-11923_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11923/ses-01/func/sub-11923_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						5.78201	5.80668	5.81862	5.80241	0.531107	2.97766	13.0463	9.05244	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11923	01	1	fsl_susan_kernel	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/smoothing-validation/sub-11923/ses-01/func/sub-11923_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11923/ses-01/func/sub-11923_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	6	2.54796540086	14195.354492 	10646.515869	6.0.7.18	9.30463	9.2444	8.68903	9.07506	0.429604	5.01013	16.5233	15.078	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11923	01	2	baseline	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11923/ses-01/func/sub-11923_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11923/ses-01/func/sub-11923_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						3.49642	3.82015	4.08868	3.79399	0.808301	2.07645	14.2433	5.4567	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11923	01	2	afni_total_target	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11923/ses-01/func/sub-11923_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11923/ses-01/func/sub-11923_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						5.6677	5.72194	5.69544	5.69499	0.522464	2.95418	11.5063	8.79141	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11923	01	2	fsl_susan_kernel	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/smoothing-validation/sub-11923/ses-01/func/sub-11923_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11923/ses-01/func/sub-11923_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	6	2.54796540086	13935.355469 	10451.5166017	6.0.7.18	8.85402	9.2064	8.29212	8.77604	0.454545	4.85811	16.1207	14.4201	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11924	01	1	baseline	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11924/ses-01/func/sub-11924_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11924/ses-01/func/sub-11924_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						3.71866	3.79629	3.99457	3.83477	0.841996	2.14255	14.6287	5.50082	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11924	01	1	afni_total_target	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11924/ses-01/func/sub-11924_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11924/ses-01/func/sub-11924_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						5.68229	5.70676	5.68449	5.69117	0.554039	3.04893	10.6655	8.66849	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11924	01	1	fsl_susan_kernel	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/smoothing-validation/sub-11924/ses-01/func/sub-11924_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11924/ses-01/func/sub-11924_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	6	2.54796540086	14163.804688 	10622.853516	6.0.7.18	8.66282	8.94297	8.02044	8.53322	0.423825	4.79468	13.5998	13.7246	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11924	01	2	baseline	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11924/ses-01/func/sub-11924_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11924/ses-01/func/sub-11924_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						3.74237	3.82874	3.96737	3.84505	0.84274	2.14419	15.7079	5.50932	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
